longitude,latitude,revision,SO2,H2CO,PM2.5,TEMP,CFCs,NOx,PRES,warning,CO,Pb,O3,PAHs,C2H3NO5,PM10,NH3,CH4
-97.90308,31.12406,1360540800000000000,10.15088,70.34356,5.54336,7.90704,75.60763,9.2618,1129.93883,0.0,9.71755,74.04172,10.03033,8.8094,1.00831,6.3285,9.24541,6.03049
-97.90308,31.12406,1360540800000000000,9.36687,82.83487,5.34395,19.84552,66.61348,9.22995,1100.44556,1.0,8.20793,58.76362,9.86379,8.01278,0.65568,6.21934,7.8012,7.22368
-97.90308,31.12406,1360540800000000000,10.60428,32.7636,5.05147,15.60859,66.57961,6.7553,1052.88397,0.0,6.82991,45.06554,10.27224,8.36648,0.17834,5.5481,8.72357,7.85496
-97.90308,31.12406,1360540800000000000,9.45077,74.18087,6.74772,10.40299,72.22341,6.70582,1153.70748,1.0,7.00572,51.93777,10.40053,9.04267,1.9717,8.02352,8.65638,6.01565
-97.90308,31.12406,1360540800000000000,10.07174,49.13285,8.7852,7.77175,62.623,9.04914,1183.21204,1.0,5.62911,35.79003,9.64502,8.51865,2.01807,8.28047,7.6761,7.61669
14.51472,35.89972,1360800000000000000,10.56515,78.68086,6.06807,20.42585,67.93979,7.98765,1107.70902,1.0,5.60589,53.49252,11.67707,8.03959,2.06601,8.15632,7.20272,7.41578
14.51472,35.89972,1360800000000000000,10.5422,58.42525,7.43577,7.26885,70.83857,7.88222,1173.72459,0.0,10.46197,49.66594,8.13376,7.99046,1.38822,6.50018,8.71486,6.79847
14.51472,35.89972,1360800000000000000,11.31706,41.51193,8.06771,23.1794,81.37075,8.35229,1128.5904,1.0,5.34178,74.27387,9.38556,8.44281,1.00958,6.77713,7.34797,8.00567
14.51472,35.89972,1360800000000000000,8.62278,28.75923,7.91281,-9.27949,82.00752,6.36824,1147.1137,1.0,7.57541,50.88912,8.7927,8.76104,1.08407,7.05677,8.94686,6.69138
14.51472,35.89972,1360800000000000000,11.24421,57.48597,6.05893,25.79739,76.00123,9.30357,1151.39216,1.0,10.59866,69.45659,8.70414,7.32543,0.72975,5.55137,9.18199,8.312937315300085
14.51472,35.89972,1360800000000000000,9.05404,57.50558,8.8099,5.67836,64.88456,9.33707,1068.96365,1.0,10.17129,60.0295,9.79461,8.53335,0.65225,4.34509,9.22036,7.31581
14.51472,35.89972,1360800000000000000,7.79854,58.19971,6.73494,23.22723,67.11713,8.27791,1138.8533,1.0,8.36409,52.22566,8.79759,7.67975,1.21995,5.46034,9.4216,10.01218
14.51472,35.89972,1360800000000000000,10.79585,51.36116,8.73109,-8.26585,64.7115,8.40461,1176.99675,0.0,6.37983,36.1239,6.28202,7.86541,0.5273,6.26977,8.3938,8.12555
14.51472,35.89972,1360800000000000000,9.71453,50.07314,7.97848,24.41268,72.44937,8.76288,1071.08117,1.0,5.9037,51.72732,9.73476,7.86482,1.26748,7.33323,7.94002,7.67476
14.51472,35.89972,1360800000000000000,10.42872,39.29382,9.25438,24.10172,75.56386,7.59629,1182.11791,0.0,11.85439,52.89276,7.11412,9.18062,1.11478,6.35124,8.75811,7.68192
14.51472,35.89972,1360800000000000000,9.36672,57.83003,6.22988,7.39279,67.81655,7.87039,1152.30962,0.0,9.01323,48.58807,10.50989,7.61084,1.0879,6.94298,9.7654,7.48787
14.51472,35.89972,1360800000000000000,9.7988,38.61351,7.50102,21.91335,70.21562,8.21249,1168.521,1.0,4.94039,29.56617,9.85771,9.50114,0.45016,5.49422,9.84651,8.81953
14.51472,35.89972,1360800000000000000,9.55332,36.01681,9.6012,15.00433,63.43706,8.3089,1135.0178,0.0,7.00472,55.03968,5.90393,7.58978,1.7888,7.9289,9.00774,8.71883
14.51472,35.89972,1360800000000000000,10.86316,61.81887,5.86788,18.88805,72.40324,8.16271,1106.3108,1.0,10.15107,47.43961,9.67002,8.32929,1.14185,6.75233,10.01829,9.92045
14.51472,35.89972,1360800000000000000,8.55908,53.11974,7.54253,16.81471,77.8098,8.07972,1173.15242,1.0,9.43836,39.14415,8.83918,8.58442,1.36381,7.29487,9.31119,9.86368
14.51472,35.89972,1360800000000000000,10.4204,40.39381,6.86137,-1.09596,74.56045,10.28067,1196.74507,1.0,10.7411,66.92801,10.32112,6.4608,0.65488,7.03622,8.65068,9.23668
14.51472,35.89972,1360800000000000000,10.96735,55.12024,9.6937,24.18272,75.90745,8.2457,1068.95836,1.0,5.0909,48.21326,8.15883,9.01667,0.69508,6.45265,8.77131,8.62196
14.51472,35.89972,1360800000000000000,10.02095,48.62847,10.53212,23.2047,75.81486,6.62395,1106.25716,0.0,9.81317,35.98408,5.73991,7.3953,1.3759,7.26899,6.73815,11.023
14.51472,35.89972,1360800000000000000,9.24325,54.33782,8.66685,12.71571,69.34496,8.67364,1184.55014,0.0,11.87263,63.44315,8.88778,6.99554,1.68248,7.92642,7.52553,6.64829
14.51472,35.89972,1360800000000000000,9.25118,48.70899,4.82381,30.81352,79.98948,8.52689,1134.08634,1.0,7.83561,51.75654,11.19705,9.58276,1.55838,7.51545,6.72117,6.26103
-3.05,53.81667,1361750400000000000,10.12035,62.8128,9.71023,31.20528,73.19309,7.47184,1065.38092,0.0,8.11792,74.65781,5.58426,7.41278,0.96262,6.42176,8.65002,10.31261
-3.05,53.81667,1361750400000000000,10.06221,44.33123,10.07608,27.81269,72.85253,7.92629,1182.16686,0.0,6.61187,75.43698,8.23559,8.02216,1.53195,7.84986,7.80017,11.31219
-3.05,53.81667,1361750400000000000,9.27363,53.80727,7.18603,19.19955,59.24494,7.98358,1151.12008,1.0,5.82553,41.051,11.00154,9.52884,2.19213,8.30325,8.299,6.9381
-3.05,53.81667,1361750400000000000,9.90169,57.49499,11.27307,19.06461,61.43973,7.44004,1106.32568,0.0,9.66823,54.98453,6.56241,8.36926,2.21673,8.3162,6.2334,10.78518
-3.05,53.81667,1361750400000000000,7.89615,46.16654,9.75394,25.96359,69.26715,8.63662,1141.40735,0.0,11.32287,42.75194,9.0908,8.34069,3.12136,8.84708,8.16017,7.07198
-3.05,53.81667,1361750400000000000,10.60594,38.51317,7.90046,21.34793,68.83375,9.27159,1068.2302,1.0,5.28,65.61016,10.21385,10.60847,1.62521,7.7758,8.93273,6.53026
-3.05,53.81667,1361750400000000000,8.50157,36.15304,10.68052,15.73144,68.648,7.73685,1169.55439,0.0,8.49925,56.28247,7.35094,9.52598,3.0725,8.65789,6.56961,10.54094
-3.05,53.81667,1361750400000000000,11.19682,67.94165,9.32028,15.14657,67.74192,7.86646,1140.95199,0.0,6.87754,56.16893,7.10608,9.54901,1.55438,7.45073,7.56421,8.77259
-3.05,53.81667,1361750400000000000,8.73327,39.27699,8.32782,12.89287,85.02415,7.90082,1120.06598,1.0,6.86345,21.9632,8.59032,9.35244,0.66755,6.38961,7.34473,7.35787
-3.05,53.81667,1361750400000000000,9.97879,33.86042,11.59332,21.22629,76.13635,7.34385,1141.20147,0.0,9.75599,38.51124,6.34414,7.10721,1.2059,7.53556,7.85736,10.2924
-3.05,53.81667,1361750400000000000,8.57495,54.02035,8.87349,-10.52321,80.87031,8.49505,1196.27904,0.0,6.7018,27.88136,8.04114,9.23972,0.73902,5.89736,9.95465,9.47413
-3.05,53.81667,1361750400000000000,10.97058,45.41182,9.73316,33.42782,77.42214,8.09092,1159.35521,0.0,7.72811,61.30823,5.98222,8.91169,1.23769,6.25192,7.69329,11.83039
-3.05,53.81667,1361750400000000000,9.30417,47.76217,4.8524,13.35188,70.13697,9.77275,1135.38804,1.0,9.78951,55.16386,10.29605,5.80548,2.66873,8.48904,7.97452,4.15945
-3.05,53.81667,1361750400000000000,8.38907,53.88458,6.93974,13.77246,70.93207,8.61229,1195.84052,1.0,6.72212,41.41184,10.06617,8.24491,0.99129,6.76828,8.87022,7.34974
-3.05,53.81667,1361750400000000000,8.45465,61.00354,8.41916,13.24735,64.26895,7.65321,1185.28592,1.0,10.68772,48.698,8.32574,6.86525,0.9413,6.20726,6.68937,8.81373
-3.05,53.81667,1361750400000000000,10.89158,45.10459,7.23728,0.45569,73.87371,8.29957,1077.83397,0.0,10.7047,39.14233,8.03783,7.1421,1.18094,6.9027,7.27564,4.76919
-3.05,53.81667,1361750400000000000,8.90467,44.40347,5.30797,35.67378,78.12802,9.92891,1130.5001,0.0,8.58772,57.70561,11.72012,6.92906,1.27243,7.27521,9.44813,6.75282
-3.05,53.81667,1361750400000000000,8.78557,75.45535,7.99357,-8.34864,58.18802,9.04291,1195.87579,1.0,8.48416,48.29714,11.10905,8.01411,1.51226,7.69344,7.72649,9.20475
-3.05,53.81667,1361750400000000000,8.91317,78.60263,6.48866,4.3381,76.7035,7.11561,1159.25943,1.0,7.45888,58.12063,9.59613,7.01744,0.84819,6.32651,9.17076,6.93731
-3.05,53.81667,1361750400000000000,10.42755,76.23989,6.97162,-1.17065,64.93059,7.88148,1099.31099,0.0,4.1318,78.19007,7.49891,6.91391,0.51012,3.88493,5.82821,8.37014
-81.38758,30.17746,1361836800000000000,11.29317,42.34413,7.87249,9.27587,79.71967,8.16814,1095.58013,0.0,5.47253,53.57943,7.0216,8.23035,0.73909,4.82197,7.34444,11.16403
-81.38758,30.17746,1361836800000000000,9.15686,56.61258,8.07935,8.68589,72.42677,6.87396,1194.11144,0.0,11.40527,60.53511,8.85935,9.38556,1.15763,7.59735,10.04691,7.90425
-81.38758,30.17746,1361836800000000000,8.30612,33.41886,5.61302,17.69744,73.3413,8.50781,1143.97868,1.0,9.91053,38.08984,9.91569,7.65201,2.61745,8.60644,8.35629,4.07992
-81.38758,30.17746,1361836800000000000,8.95568,35.80757,8.51989,31.32446,61.59849,8.81071,1081.82423,0.0,4.79853,56.76681,9.50733,7.26451,0.75277,5.89199,8.18374,9.75531
-81.38758,30.17746,1361836800000000000,10.39533,56.16708,6.21667,21.07202,66.86069,10.38369,1180.90688,0.0,9.51719,65.76241,9.80874,8.17882,0.82129,6.62288,8.99481,5.6159
-81.38758,30.17746,1361836800000000000,8.33954,49.25174,6.36568,3.09499,67.46965,8.39462,1065.36833,1.0,11.2934,43.14201,8.38575,9.33825,0.74625,4.63802,8.60994,9.54988
-81.38758,30.17746,1361836800000000000,8.29695,57.10431,5.75077,15.19461,76.78054,8.08836,1188.95821,0.0,8.68326,30.67081,12.10495,9.8642,1.82095,7.81278,8.6184,6.54393
-81.38758,30.17746,1361836800000000000,7.91693,40.40072,5.55985,16.80272,62.17149,9.26248,1170.6526,1.0,8.75551,55.81441,9.92243,8.75322,0.89447,6.74389,7.44659,5.40481
-81.38758,30.17746,1361836800000000000,8.97742,36.8163,9.75742,31.28387,68.72369,7.17695,1158.82177,0.0,8.4813,38.88999,5.5541,7.29382,0.98284,6.89888,9.48238,7.14214
78.15794,12.1277,1362787200000000000,6.95355,51.13859,8.39403,11.85091,71.23041,9.30836,1051.96342,0.0,5.92073,28.28669,6.91834,7.94236,0.49899,5.56397,7.66699,8.64447
78.15794,12.1277,1362787200000000000,10.62319,44.02402,8.53957,4.21825,70.2045,7.64057,1177.81072,1.0,5.44967,58.42178,9.49168,9.05891,1.30571,7.59273,8.23469,7.57967
78.15794,12.1277,1362787200000000000,9.69076,35.02709,8.89206,9.88023,81.3792,9.28595,1161.44485,1.0,10.20188,42.83324,10.00293,5.94567,0.92469,5.62722,9.39251,7.55772
78.15794,12.1277,1362787200000000000,9.13413,45.25155,9.61471,18.4998,75.65731,9.29037,1115.60813,0.0,8.25509,41.75009,4.98357,7.34204,1.30178,6.82209,10.3979,9.98392
78.15794,12.1277,1362787200000000000,9.17458,71.79311,8.59533,27.2552,71.13923,7.39086,1165.02079,0.0,5.23147,27.81823,7.08301,6.76219,0.95084,6.82,8.99704,8.15978
78.15794,12.1277,1362787200000000000,9.71885,64.41696,7.76221,15.49948,73.35131,7.93744,1083.25435,1.0,5.76389,43.26605,9.16675,8.88494,1.16868,5.62811,8.18683,8.82961
78.15794,12.1277,1362787200000000000,9.709,49.16211,4.76616,38.64173,63.84408,8.13148,1171.94968,1.0,7.93118,43.77481,10.71979,9.69708,1.00366,6.80349,8.07902,6.36382
78.15794,12.1277,1362787200000000000,8.61027,68.30578,4.86822,20.76451,62.09203,6.6114,1116.51507,1.0,7.70589,67.13836,9.2691,7.67026,0.60484,6.45809,8.09685,11.47443
-13.68778,9.535,1362787200000000000,9.20616,58.41413,6.08589,16.66796,78.7362,7.67549,1065.33355,1.0,10.02618,73.17148,8.35614,8.58567,1.13395,6.81917,7.49503,5.2232
-13.68778,9.535,1362787200000000000,11.84405,41.87857,8.04074,36.48552,87.55478,8.60878,1075.67783,1.0,5.82154,56.43138,9.33498,9.37755,1.52473,7.58806,7.76222,8.24863
-13.68778,9.535,1362787200000000000,9.98176,64.80062,8.21638,18.16069,68.70435,7.73292,1199.5356,1.0,10.49064,24.04003,10.36084,7.07002,0.68824,6.01251,7.84951,8.00021
-13.68778,9.535,1362787200000000000,10.51299,54.6624,5.83993,33.18244,72.83551,6.40878,1082.40822,1.0,11.37952,63.42121,7.77006,8.7439,0.5985,5.53388,8.62458,9.86355
-13.68778,9.535,1362787200000000000,11.65134,49.73483,10.26651,21.1941,63.7996,7.45781,1076.83049,1.0,4.97711,53.50243,8.62913,7.73236,2.70107,8.5527,7.66497,7.19477
-13.68778,9.535,1362787200000000000,9.5485,32.5727,8.60407,15.39493,76.46973,8.00274,1189.6869,0.0,7.62069,43.79079,5.77875,9.22721,0.79757,6.13657,8.58873,8.08595
-13.68778,9.535,1362787200000000000,10.58037,35.24159,6.96946,-11.23801,73.27936,7.30199,1198.7123,1.0,7.41452,69.07669,8.30142,9.55419,0.85588,5.19851,9.27164,7.32242
-13.68778,9.535,1362787200000000000,11.02255,51.87172,6.65975,20.06953,73.58231,9.75178,1090.81141,1.0,11.30423,64.26743,7.78271,8.56463,0.75004,5.8769,8.2689,9.29743
112.73333,38.40917,1363219200000000000,10.22593,48.37588,7.61578,9.06614,78.08679,8.89651,1093.62534,1.0,11.04644,28.37959,9.58232,8.73072,1.04789,7.26668,6.131,9.00095
112.73333,38.40917,1363219200000000000,10.09496,48.11303,6.86352,36.04403,69.66543,8.35643,1101.70276,1.0,6.33808,51.291,8.46283,8.23521,0.34868,3.64491,7.78092,9.44247
112.73333,38.40917,1363219200000000000,10.98801,75.88729,7.53143,14.55452,72.59924,7.96825,1124.9319,1.0,5.90645,41.5417,10.24776,8.79534,2.45685,8.25563,8.9383,6.51501
112.73333,38.40917,1363219200000000000,7.86463,58.73729,6.67619,13.31354,68.5049,9.44692,1196.53764,1.0,9.97086,31.06727,6.72335,7.03578,0.78205,4.65824,8.1326,10.01951
112.73333,38.40917,1363219200000000000,8.47957,45.7715,10.44359,5.39034,80.26737,8.40308,1171.16188,0.0,6.55767,58.24762,7.98109,7.80797,0.99735,7.39774,8.6239,10.10442
112.73333,38.40917,1363219200000000000,10.09412,54.79064,7.32307,26.07115,74.58257,7.04925,1087.0584,1.0,4.71683,44.7154,10.78209,7.42862,1.44344,6.95509,8.63389,9.00499
112.73333,38.40917,1363219200000000000,10.6355,59.62467,7.4885,11.78519,87.3945,8.45003,1057.36304,0.0,8.52805,22.46065,8.29612,8.16567,1.40789,6.48435,7.49466,7.42992
112.73333,38.40917,1363219200000000000,9.22132,43.31973,6.86376,3.38532,64.6554,6.62432,1066.97192,1.0,4.71676,38.44738,10.27881,6.48989,0.75805,4.71073,6.48774,10.66273
112.73333,38.40917,1363219200000000000,10.35446,31.84537,8.78656,7.71505,69.28334,8.35363,1177.22688,0.0,5.90012,51.49042,6.34925,8.81658,0.46123,5.52121,9.15903,8.31339
112.73333,38.40917,1363219200000000000,9.08194,40.83026,6.49364,15.42178,69.83839,8.29707,1148.59978,0.0,3.0294,31.36891,8.48349,9.89651,0.71341,4.7492,9.53104,7.27483
112.73333,38.40917,1363219200000000000,8.28217,49.66766,4.16669,19.37567,56.46908,9.15047,1058.18209,1.0,10.66882,34.80606,9.89385,8.72858,1.25749,7.19132,7.99154,4.1573
112.73333,38.40917,1363219200000000000,7.33155,73.48618,10.15578,8.64753,71.53172,9.65358,1115.4785,0.0,5.77636,64.57209,8.94987,6.59421,2.21717,8.33964,8.65919,8.82341
112.73333,38.40917,1363219200000000000,10.47296,47.13452,8.28423,21.99387,65.33705,7.34333,1156.77799,0.0,5.55634,21.30381,7.05989,6.38988,1.12413,6.48651,8.67165,8.0976
112.73333,38.40917,1363219200000000000,12.15426,45.15539,8.77197,20.15911,85.19588,8.37715,1054.8299,0.0,7.95232,46.72042,4.83723,6.58188,0.74524,5.3233,7.64605,10.76858
112.73333,38.40917,1363219200000000000,9.42997,70.53161,7.8462,-7.12255,80.08846,8.45899,1192.04835,1.0,7.15896,65.66669,7.32622,6.39585,0.9017,3.73527,8.28327,9.08044
112.73333,38.40917,1363219200000000000,8.71326,48.25781,8.37731,24.64189,72.26059,6.71088,1110.10133,1.0,8.28884,65.22662,9.65773,7.62059,0.88929,5.84402,6.52971,8.56938
112.73333,38.40917,1363219200000000000,9.5388,38.31681,7.24227,14.37752,67.91453,9.21088,1059.43202,1.0,7.14352,66.48608,9.65889,7.32348,1.56363,7.55722,9.56482,6.52877
112.73333,38.40917,1363219200000000000,10.39821,47.74363,10.06361,29.08784,71.61162,8.82924,1063.13559,0.0,9.0482,42.34007,5.56903,8.93252,1.28016,6.80671,8.6533,9.24856
112.73333,38.40917,1363219200000000000,9.78411,46.31128,9.38816,1.00537,62.02863,6.49086,1184.6712,0.0,7.69853,67.82442,6.05241,9.47139,0.58986,6.14532,8.01365,10.0475
112.73333,38.40917,1363219200000000000,10.52103,56.42462,7.49183,11.84139,69.26955,5.94531,1053.27301,0.0,11.06018,42.62406,8.32814,9.26118,0.84693,5.84218,7.70118,7.93449
112.73333,38.40917,1363219200000000000,10.22421,48.09455,7.05571,22.28985,79.92327,8.31278,1187.93055,1.0,9.59261,48.35447,9.78131,7.96667,2.53988,8.45659,9.27072,9.9964
112.73333,38.40917,1363219200000000000,9.78759,36.2122,6.76964,1.08718,76.14553,7.05004,1164.33816,1.0,7.68771,74.33026,10.81366,9.03455,2.16441,8.20695,7.59553,10.17808
112.73333,38.40917,1363219200000000000,9.41218,47.9261,7.42359,0.6534,68.46503,8.55979,1075.46652,0.0,9.58978,50.70625,9.5986,7.42964,1.44161,6.93396,6.34356,6.63854
112.73333,38.40917,1363219200000000000,9.05742,57.83205,10.82449,8.83136,61.07935,9.25262,1134.16111,0.0,11.23976,32.30363,7.35162,7.27399,2.01144,7.89443,7.04902,7.49932
112.73333,38.40917,1363219200000000000,8.80962,72.33408,6.40226,3.25377,69.79038,8.40462,1144.0614,1.0,9.33853,44.58986,9.22582,9.16522,0.67921,6.3706,8.25242,10.13781
112.73333,38.40917,1363219200000000000,8.89106,64.60378,9.48167,21.02318,65.76404,7.45139,1144.01968,0.0,6.35679,30.13229,7.90626,7.32694,1.79872,7.51002,7.93078,9.86851
112.73333,38.40917,1363219200000000000,9.51476,57.86494,9.47079,29.22552,68.95732,9.11745,1139.25089,0.0,12.97267,47.44052,8.05549,7.84109,1.5243,8.0607,9.73413,6.8616
112.73333,38.40917,1363219200000000000,9.25736,44.91978,4.843,10.90681,66.40621,9.19903,1050.07109,0.0,6.83848,36.65272,11.80495,7.36936,0.89285,7.15674,7.17433,6.1574
112.73333,38.40917,1363219200000000000,10.86499,43.20943,5.89352,25.53554,62.73465,7.2955,1173.27051,1.0,10.83215,41.56486,9.90906,7.19894,0.67301,6.81764,8.30489,9.79677
-72.22625,18.57677,1363219200000000000,11.21297,71.78775,8.69703,8.4364,57.94975,8.77059,1108.42391,1.0,5.6146,50.42307,8.23003,8.46284,0.78167,5.79001,8.10023,8.17147
-72.22625,18.57677,1363219200000000000,8.48306,56.50435,6.30119,8.74731,76.95047,7.88575,1111.73407,1.0,9.44125,31.65574,9.85533,9.06528,2.66969,8.51539,6.75538,11.01184
-72.22625,18.57677,1363219200000000000,10.22346,65.08737,5.93409,6.58526,69.03735,9.76442,1158.43368,1.0,8.94192,82.15073,8.47321,7.45052,0.82243,5.77985,8.43188,6.50084
-72.22625,18.57677,1363219200000000000,9.42714,55.99018,8.40791,8.8255,80.38187,9.99578,1174.92658,1.0,5.60999,27.46373,9.00356,8.65349,1.06991,5.99514,8.08446,8.704
-72.22625,18.57677,1363219200000000000,9.82704,72.00857,7.0271,10.73485,62.22614,9.40021,1134.47915,1.0,10.98001,62.80432,10.27047,8.106,1.51964,7.55564,7.82502,9.4818
-72.22625,18.57677,1363219200000000000,9.69035,49.46394,7.74176,8.16493,70.53272,9.39943,1080.24974,0.0,9.79206,58.99566,8.83123,8.83491,0.95165,6.08026,8.77751,8.30704
-72.22625,18.57677,1363219200000000000,11.51957,40.82259,9.2694,8.83508,64.62831,7.85228,1091.3839,0.0,5.67679,67.51606,6.12063,8.0382,1.22311,6.34744,7.74977,10.55255
-72.22625,18.57677,1363219200000000000,10.59164,55.96877,8.53347,15.99321,70.21496,8.69205,1172.16656,0.0,6.00661,36.50943,5.48917,9.2425,0.93003,5.39592,7.83226,10.35293
-72.22625,18.57677,1363219200000000000,8.64918,48.96233,7.28352,28.69731,79.50609,6.49186,1096.67676,1.0,6.66813,66.25937,8.83584,8.17865,0.49004,4.86105,10.46633,8.77091
33.2525,57.97472,1363219200000000000,8.79898,53.53691,4.93761,23.46772,64.13137,9.6233,1109.28682,1.0,8.76043,68.61963,9.53569,9.40295,0.50221,5.3487,8.95787,7.28361
33.2525,57.97472,1363219200000000000,7.97914,79.35724,4.63976,12.51189,71.23483,7.729,1134.73704,1.0,8.76456,55.86549,6.72882,8.97436,0.85999,6.35217,7.36673,12.25722
33.2525,57.97472,1363219200000000000,10.26926,57.3961,5.84792,29.82002,72.98208,8.50077,1088.24849,1.0,10.25176,55.17095,8.42601,7.16576,0.85939,6.97242,7.28479,10.47816
33.2525,57.97472,1363219200000000000,10.31883,19.18463,6.45408,20.65251,63.00912,6.34428,1146.94567,1.0,7.91311,56.21872,9.74229,7.5713,1.6272,7.88623,7.97187,6.25117
33.2525,57.97472,1363219200000000000,8.66784,36.02865,5.46624,17.68343,61.4686,7.8429,1143.82463,1.0,7.26192,46.84707,9.83521,8.38266,0.52416,4.72134,8.92705,7.30912
33.2525,57.97472,1363219200000000000,7.34753,59.45747,7.94682,6.11005,78.51355,8.23714,1147.29028,1.0,8.52042,40.70824,9.60129,6.96462,2.81389,8.5205,9.54626,10.32835
33.2525,57.97472,1363219200000000000,6.88559,65.17132,5.94783,27.37775,73.32629,7.91721,1083.85909,1.0,10.29988,18.38464,6.27588,8.48426,0.9077,5.12472,6.80238,11.06242
33.2525,57.97472,1363219200000000000,10.84177,45.45279,4.2845,18.7182,75.1055,8.10148,1137.25997,0.0,7.90619,33.38734,10.62429,7.82365,0.80972,6.18995,9.19227,4.68261
33.2525,57.97472,1363219200000000000,8.82176,61.053,9.08488,11.33853,73.16259,7.8751,1065.04149,1.0,5.99289,33.22287,8.19326,9.02769,0.67005,5.68011,7.90329,9.6774
33.2525,57.97472,1363219200000000000,7.00645,57.26366,8.68915,9.55058,82.3866,7.5249,1132.86443,1.0,7.61091,23.86301,12.12578,7.86473,2.17198,8.25727,8.87456,9.27083
33.2525,57.97472,1363219200000000000,8.60264,48.73433,4.6255,24.2683,72.53519,9.82101,1081.08037,1.0,11.14838,54.07145,7.98908,8.08236,1.23836,4.82867,7.57565,5.85332
47.3799,33.14447,1363392000000000000,10.6859,57.50755,6.68352,27.09036,66.18938,8.07469,1182.69829,1.0,10.13896,55.22303,8.87715,7.50759,1.1892,7.37983,9.08348,9.85371
47.3799,33.14447,1363392000000000000,9.68789,58.98411,9.23968,-3.39845,76.72051,8.02533,1099.49153,0.0,5.585,44.37018,7.50359,9.17781,1.15155,6.70082,8.13434,9.2769
47.3799,33.14447,1363392000000000000,11.25378,59.21517,4.53528,14.74034,67.46193,8.78057,1073.26071,1.0,7.83718,56.08001,11.13001,8.05707,1.88585,7.94108,9.56214,4.69617
47.3799,33.14447,1363392000000000000,10.19714,51.61808,9.59396,19.78277,75.65024,10.25111,1139.87319,1.0,3.19191,47.35615,9.13194,8.10408,0.70489,5.27603,7.93595,9.68538
47.3799,33.14447,1363392000000000000,10.88188,72.62352,7.33987,-2.68325,66.70368,7.68917,1125.14122,1.0,5.76285,50.39632,9.58529,9.07205,0.95868,6.35801,8.2852,8.93523
47.3799,33.14447,1363392000000000000,9.03641,57.56688,7.54878,18.35454,67.07261,8.76079,1050.96513,1.0,7.65161,63.42588,9.71955,8.52889,1.65911,7.53895,6.90989,9.82765
47.3799,33.14447,1363392000000000000,10.96096,28.89947,7.78125,3.39153,79.90676,8.32144,1093.4396,1.0,8.09557,58.89735,13.67349,9.01216,2.71073,8.53045,8.50734,8.5444
47.3799,33.14447,1363392000000000000,10.53313,31.91755,10.43883,7.51529,76.65055,6.50362,1173.53098,0.0,8.37368,71.87464,7.08878,9.14224,2.91262,8.62235,7.93775,9.49421
47.3799,33.14447,1363392000000000000,9.61517,45.18803,6.60767,-6.34778,79.82408,8.76646,1186.7257,0.0,9.84011,81.12121,9.86835,8.33377,0.98251,6.34893,8.80671,7.64975
47.3799,33.14447,1363392000000000000,9.10828,72.67825,7.40952,28.55472,65.7958,8.97679,1110.97595,1.0,8.30526,70.95658,8.63271,7.68147,1.36022,7.11341,8.08662,5.61442
47.3799,33.14447,1363392000000000000,10.80563,64.4049,5.92116,31.57464,69.7433,8.51781,1107.96349,1.0,10.25417,39.49084,9.02133,6.60452,2.16683,8.39181,9.40702,10.72609
47.3799,33.14447,1363392000000000000,9.61918,38.59865,6.21856,-2.23434,73.46285,6.92984,1076.09749,1.0,8.09115,45.75854,9.85713,6.64983,1.40232,7.65287,9.06053,7.22489
47.3799,33.14447,1363392000000000000,10.09259,47.32138,7.68697,18.20923,76.46635,7.0809,1188.7121,0.0,7.56343,70.24759,5.70139,9.27893,0.86505,4.42894,8.57317,9.04812
47.3799,33.14447,1363392000000000000,9.18246,58.97798,6.03128,16.24834,61.22285,7.74532,1069.07958,1.0,7.47276,49.53718,9.60952,7.74316,0.66432,5.74243,7.49894,7.65796
47.3799,33.14447,1363392000000000000,8.1945,48.59938,5.0877,-2.65755,77.66914,7.58146,1088.02084,1.0,7.33315,60.03078,11.08214,8.38406,1.13962,6.52567,6.72017,7.30847
47.3799,33.14447,1363392000000000000,11.00309,46.90408,3.99402,20.49317,67.79358,7.851,1155.64189,0.0,8.60344,50.14149,10.89633,8.36394,0.92832,6.73903,8.55938,5.88677
47.3799,33.14447,1363392000000000000,10.10682,61.85777,7.71163,13.23313,58.84052,7.45324,1053.1213,1.0,6.59074,33.99351,8.37359,7.74114,0.77152,5.21391,10.26923,7.46753
47.3799,33.14447,1363392000000000000,11.37516,54.66982,7.23813,28.14223,63.16783,8.06372,1093.37922,1.0,6.9101,56.69732,9.43735,8.35416,1.65481,7.70876,8.22168,6.80689
47.3799,33.14447,1363392000000000000,9.99539,61.74531,10.24018,24.6649,80.72655,8.86279,1181.11851,0.0,9.14032,66.81676,6.04014,7.745,1.13765,6.68527,7.22009,8.28549
47.3799,33.14447,1363392000000000000,9.75524,56.11172,3.60126,13.73951,78.16388,8.33934,1093.28811,0.0,7.75078,47.49637,12.03915,8.52629,0.94856,6.34089,9.43907,6.37565
47.3799,33.14447,1363392000000000000,11.37891,66.74605,5.03787,29.50827,73.70799,8.67427,1078.13386,1.0,12.71783,15.69106,7.6637,8.8054,0.49197,5.0382,8.26874,9.86825
47.3799,33.14447,1363392000000000000,12.03063,46.81394,6.32019,12.49191,69.96345,7.0453,1171.55315,0.0,10.1654,43.6852,10.26641,6.15128,1.19564,6.95597,8.06644,9.23767
