PM2.5,warning,O3,CH4
4.86259,1.0,8.24515,10.69729
6.50787,0.0,9.68461,6.79695
2.84072,0.0,10.54483,6.80696
6.74329,1.0,9.53805,9.52112
9.04998,1.0,9.70547,8.90258
7.24841,1.0,10.70117,9.6284
4.86802,1.0,9.54074,8.25901
7.10568,1.0,9.65692,10.1005
7.63428,1.0,11.14991,9.58878
7.88431,1.0,10.90223,9.22701
6.60567,1.0,7.03045,9.2119
7.21683,1.0,7.77217,8.59626
6.67826,0.0,8.76735,7.42484
6.59414,1.0,8.10402,10.49272
6.89158,1.0,10.49964,9.94579
5.11498,1.0,10.13258,5.10982
10.38256,0.0,6.9808,11.06382
11.11619,1.0,9.69539,7.14005
5.71601,1.0,9.53363,8.95736
7.53146,1.0,10.69591,10.13753
9.09416,1.0,11.2142,10.3365
9.44647,0.0,8.06529,10.63635
10.15518,0.0,8.15718,11.69757
8.1344,1.0,8.28631,6.35633
5.9313,1.0,7.08291,10.64963
3.46017,0.0,11.78447,6.84202
8.17962,0.0,6.66156,10.75092
8.55264,1.0,7.00146,7.98539
7.73216,0.0,6.975,7.29374
9.90576,0.0,6.65709,9.83442
9.31628,0.0,5.58064,8.54512
8.41217,0.0,6.83458,7.41368
6.02817,1.0,10.29735,6.26924
8.72169,0.0,6.65382,9.25277
4.95592,1.0,7.13451,11.95884
7.0821,0.0,9.79154,5.65349
9.48524,0.0,8.44556,10.19324
6.42799,1.0,8.89019,7.50445
9.69858,0.0,6.92043,11.40869
7.81829,0.0,10.57514,6.17911
7.38436,0.0,10.0832,7.32118
10.17815,1.0,8.21031,6.85619
4.86531,0.0,11.25612,7.38215
8.91353,1.0,8.51617,5.11468
6.54829,1.0,10.25809,8.54944
8.18032,0.0,7.35708,8.31898
6.25396,1.0,10.31297,9.51191
6.86011,1.0,11.1258,8.46615
6.53085,1.0,8.56044,9.54449
7.36308,1.0,9.95002,7.73579
6.31436,0.0,9.33465,8.50644
9.28376,0.0,5.93617,8.72396
8.80724,1.0,8.47086,7.27258
9.1532,0.0,9.44584,7.19885
7.84915,0.0,8.22142,6.27562
7.25298,0.0,10.48667,6.48864
6.9603,1.0,10.25114,6.69666
10.25393,0.0,7.48463,10.81733
6.3985,1.0,9.62937,9.8787
7.79744,1.0,7.20497,4.58617
9.2898,1.0,9.95196,8.29002
5.22,1.0,12.45164,7.00972
9.20253,0.0,9.04345,9.84595
8.81061,0.0,8.87235,7.25241
7.7393,1.0,8.77106,9.0776
7.79433,1.0,9.30246,5.89667
7.02989,1.0,7.85737,9.7871
9.6501,0.0,8.16537,9.45459
7.59286,1.0,9.088564283178359,8.22571
7.06572,0.0,9.86932,6.88073
6.66098,1.0,10.29893,8.70571
9.34519,1.0,8.41979,5.03385
8.53451,1.0,7.66045,8.96227
9.20592,0.0,6.6287,9.35249
8.26966,0.0,8.53896,9.71436
9.14159,0.0,5.4511,8.61141
9.62258,0.0,7.11093,9.80692
7.41624,1.0,8.63645,8.02154
4.43964,1.0,9.63251,6.63359
8.81503,0.0,9.21456,8.42786
4.27539,0.0,9.088564283178359,6.78606
7.39148,0.0,8.07538,7.61999
4.68551,1.0,8.26805,11.79205
5.68867,1.0,11.55647,11.13142
7.31551,1.0,9.6724,7.00982
6.48936,1.0,11.34901,7.92408
6.54504,1.0,9.46793,10.21008
5.68591,1.0,9.91393,5.63173
9.00596,0.0,5.69063,8.64399
8.70278,1.0,10.05584,7.84347
7.41167,0.0,8.86233,6.46221
7.66646,0.0,7.75974,8.66223
7.93295,1.0,11.75205,9.52585
9.48875,0.0,5.96377,9.56402
8.28161,1.0,8.14421,9.77678
6.76068,1.0,10.47062,7.25586
7.04539,1.0,9.3211,8.04774
10.05184,0.0,6.06353,10.87452
5.6031,1.0,8.76244,4.44748
8.91996,0.0,7.62164,8.68221
5.92376,1.0,7.97135,7.25146
4.21335,1.0,9.53462,5.3709
7.73042,1.0,12.16508,9.04313
9.97015,1.0,6.55737,12.0016
9.46052,1.0,7.85748,8.24199
10.03286,0.0,7.47414,10.75967
7.68037,1.0,10.02208,9.36224
4.69672,1.0,10.73108,11.35752
9.04174,0.0,7.5431,7.2587
10.52166,0.0,7.30021,9.33915
8.40224,0.0,6.83619,6.81918
5.84019,1.0,10.48836,10.57732
11.01698,0.0,5.59154,9.41323
9.54274,1.0,8.0727,9.76917
8.25149,1.0,9.54523,6.81306
6.74791,1.0,10.28363,10.21915
9.46456,0.0,7.48547,9.50092
6.18204,1.0,9.58851,10.45066
6.72339,1.0,10.3036,7.56238
9.65139,0.0,6.49165,10.27666
7.17609,1.0,9.97298,9.55359
7.46561,1.0,10.5194,7.51322
8.37687,0.0,7.2986,9.15743
8.16853,1.0,8.63339,9.66211
9.47605,1.0,7.28771,7.33163
8.5217,1.0,11.75223,8.5126
8.92771,1.0,7.59642,6.70348
6.99005,0.0,8.19495,4.33406
6.39386,0.0,8.30721,8.02587
9.22297,1.0,8.47154,8.64466
4.11054,0.0,11.04481,9.31436
10.2767,0.0,7.73545,9.08064
8.50821,1.0,9.40492,7.07704
7.58275,1.0,9.57511,8.11301
7.23857,1.0,10.68602,5.47849
6.0578,0.0,10.47977,8.05204
7.11442,1.0,9.00037,6.14592
8.25094,0.0,9.89742,7.22003
10.56993,0.0,8.2304,11.32555
3.60126,0.0,12.03915,6.37565
5.80538,1.0,10.20066,10.23406
7.94924,0.0,8.60138,7.73539
10.99685,0.0,7.31898,10.70671
10.55922,0.0,8.62808,10.2437
6.83569,1.0,10.69534,10.34099
7.62947,1.0,11.15041,8.48622
3.24971,1.0,10.83452,7.17697
5.5441,1.0,7.82932,10.69351
4.70581,1.0,9.44821,5.8067
10.82558,0.0,7.40759,9.85228
5.57325,0.0,9.98695,3.40848
8.58491,1.0,9.38886,7.28915
4.99781,1.0,10.63995,6.01062
4.13839,1.0,7.36584,10.61717
5.20942,0.0,8.90933,9.02657
5.92089,1.0,8.973,11.42959
9.25438,0.0,7.11412,7.68192
7.29549,1.0,9.71548,8.19823
4.81197,0.0,10.79128,5.66618
6.88691,1.0,10.79509,7.76869
8.47503,1.0,9.84861,7.70631
9.45711,1.0,7.14708,7.89575
8.48792,0.0,7.9941,7.38695
7.09353,1.0,8.24592,9.17091
3.72865,1.0,9.99078,6.80632
9.60339,0.0,7.82156,11.09498
9.10041,1.0,12.6298,6.99188
4.47196,1.0,8.92556,11.83713
4.53325,0.0,10.77504,6.26942
6.0591,0.0,5.92306,7.04939
6.23888,1.0,8.61813,6.76919
7.47999,1.0,10.16712,9.44149
8.42253,0.0,9.91225,8.312937315300085
8.69658,1.0,9.27636,8.45665
7.34772,1.0,8.55533,9.2987
4.1873,0.0,10.35766,8.36087
5.84569,0.0,9.2569,8.80266
6.26217,0.0,9.30274,7.24384
5.98408,1.0,8.15012,10.41887
8.79031,1.0,6.88994,7.96418
6.75156,0.0,10.71617,6.67841
6.79247,1.0,8.80269,6.83372
8.12994,1.0,10.47744,9.17826
8.66465,0.0,6.30487,9.58125
9.21551,0.0,6.52338,10.20762
5.65682,1.0,11.08414,10.36571
9.73779,0.0,7.61943,10.12469
6.92072,0.0,8.4353,6.29358
7.14785,0.0,9.80443,7.97194
8.95776,0.0,6.81361,11.51901
5.65753,1.0,11.3619,10.05733
9.33921,1.0,10.9467,8.62346
9.27558,1.0,8.94944,7.72245
8.66685,0.0,8.88778,6.64829
6.8839,1.0,10.85501,9.58415
5.97078,0.0,11.17664,8.18422
5.97723,1.0,9.17355,5.67879
4.72651,1.0,8.25134,11.74925
8.88596,0.0,6.84206,10.47388
8.74801,1.0,8.25734,9.06478
8.00719,1.0,9.29958,7.3627
6.00229,1.0,9.18181,4.56494
6.51243,0.0,8.81935,6.90335
5.09651,1.0,10.53272,7.29743
6.12352,1.0,9.26735,9.36979
7.72405,1.0,8.08865,7.3271
3.64911,1.0,10.5051,4.67942
8.11726,1.0,5.58215,9.19008
11.20612,0.0,6.43192,11.22637
7.95182,1.0,8.32379,8.15761
7.31669,0.0,8.79039,7.20191
8.61923,0.0,8.0609,8.98374
4.87175,1.0,10.90999,4.93944
7.59135,1.0,8.30603,6.95507
8.9018,1.0,11.99409,6.81766
3.74858,0.0,11.07782,7.31299
7.66693,1.0,9.39306,7.2529
6.45304,1.0,9.82546,6.34788
7.426,0.0,9.77213,7.93096
7.17051,1.0,9.57431,8.66142
7.24526,1.0,9.07887,7.00463
9.5747,1.0,8.84247,9.80144
9.21524,0.0,6.05699,9.33088
5.72166,1.0,7.95634,6.40821
7.05608,0.0,8.37465,9.53091
8.50124,1.0,9.07565,6.27096
9.43297,0.0,8.28284,9.09762
8.95205,1.0,8.30936,6.03114
9.76367,1.0,10.72701,8.12301
7.60561,0.0,7.74212,7.64687
8.60886,0.0,5.69566,8.325
9.24852,0.0,6.50112,10.37869
6.10003,0.0,10.66958,5.8164
10.79967,0.0,6.10034,8.99931
8.3249,1.0,9.1652,9.98853
6.46161,1.0,9.04697,10.65978
6.61419,1.0,10.33176,7.75138
6.66038,1.0,10.20007,7.99107
7.10569,1.0,10.47226,8.72176
8.23708,1.0,8.10435,7.75418
7.55707,0.0,9.36914,6.39327
7.69372,0.0,9.25824,6.6597
8.61012,0.0,8.94833,5.40032
4.93977,1.0,9.90489,4.19253
7.00272,1.0,7.95277,9.81626
8.85024,1.0,8.45491,7.85368
6.58053,1.0,7.93296,7.11821
7.17596,1.0,9.56061,6.61081
6.0,1.0,9.92141,10.34335
6.621,0.0,9.63849,8.15687
6.98772,1.0,10.32607,7.57701
6.63003,1.0,9.55186,5.76562
7.89397,1.0,10.26085,8.14855
5.61548,1.0,7.30679,10.56
9.132,0.0,7.06429,9.46045
5.85086,1.0,7.39738,11.68452
8.0018,1.0,9.36671,8.01291
6.1799,1.0,8.93818,6.21217
8.03876,1.0,9.74044,8.3885
6.89085,1.0,9.30071,5.75359
5.05494,0.0,11.55037,7.80509
6.4698,1.0,8.73662,5.35127
8.61655,0.0,8.24271,6.23503
8.30653,1.0,8.02599,6.19007
5.82096,0.0,11.14588,5.9675
7.62836,0.0,6.62822,9.12514
7.3159,0.0,8.57111,5.6343
7.04747,1.0,9.20026,8.78924
4.8671,0.0,9.7999,7.84034
8.09748,1.0,8.8672,8.5091
3.97619,1.0,10.89101,5.71902
6.66955,1.0,8.98888,8.45896
6.80201,1.0,8.83729,7.50423
7.42306,0.0,7.308,8.70287
6.1044,1.0,10.94971,7.05621
7.30205,1.0,8.0073,9.45689
7.62056,1.0,7.58974,7.10737
9.10626,0.0,8.1393,8.312937315300085
5.65238,0.0,10.77693,7.10756
6.08548,1.0,10.26654,5.9115
8.82932,1.0,10.05777,9.46504
6.50211,1.0,8.63921,6.29868
7.56623,1.0,11.59166,9.09609
6.73017,1.0,10.34926,7.46464
6.97615,1.0,9.7247,8.24017
6.36095,1.0,9.52478,9.5451
5.00137,0.0,10.96719,8.01421
6.06902,1.0,9.97411,6.95636
10.57453,0.0,6.05406,10.10486
5.98328,0.0,10.44146,6.12406
7.81314,1.0,8.28209,5.04426
7.04488,0.0,10.41451,7.06605
8.73541,1.0,8.27793,7.45079
6.29263,0.0,9.23555,7.55035
9.87594,0.0,6.6799,10.4713
7.42331,0.0,6.67705,8.44312
8.8552,1.0,8.03249,8.17726
6.84925,0.0,5.8127,8.44719
6.18833,0.0,9.42487,8.23489
4.46705,0.0,10.11182,8.6742
7.76859,1.0,8.70015,8.9648
7.549535452240068,0.0,8.05026,7.62393
7.82445,1.0,8.81281,7.67748
10.88053,0.0,7.93965,9.8301
8.75879,1.0,11.85641,7.41011
5.07513,0.0,10.99117,6.69796
6.39315,1.0,9.23907,11.04561
7.23995,1.0,10.12511,8.90053
8.08007,1.0,9.97209,8.28162
9.27777,1.0,7.19924,7.4696
11.07393,0.0,7.56523,11.09759
5.92759,1.0,10.32005,6.68338
8.13569,1.0,10.10613,9.06669
10.02354,0.0,6.81631,8.06004
8.23875,1.0,8.64075,9.29451
9.00598,0.0,8.12156,8.29137
8.09209,0.0,6.79227,8.88547
6.16767,1.0,10.6454,5.41309
8.76305,1.0,8.222,7.62614
6.2975,1.0,10.74362,6.79788
7.94179,1.0,9.92063,7.13823
7.33054,0.0,7.20111,7.47824
4.72229,0.0,9.83794,8.648
7.93941,1.0,8.10045,9.83712
7.18603,1.0,11.00154,6.9381
8.33404,1.0,10.96179,9.15725
6.46819,1.0,6.8793,4.47773
8.30303,1.0,8.81579,7.23893
6.63566,1.0,9.23473,7.56285
6.48632,1.0,10.55086,10.29585
7.73323,1.0,10.78592,8.98495
9.03266,0.0,7.74742,8.69502
7.09355,1.0,10.8122,10.13312
8.29128,1.0,7.74445,6.52672
7.21719,0.0,10.78511,4.97006
7.24579,1.0,8.14159,4.6256
7.56708,1.0,8.28478,8.79436
5.74151,0.0,11.23324,7.3094
8.88602,1.0,11.17795,7.99442
5.46264,1.0,10.43287,4.75901
7.78966,1.0,10.50874,9.4114
5.50259,1.0,11.09328,10.15951
7.09926,1.0,10.56495,8.77108
9.51395,0.0,7.53837,9.69299
9.02099,0.0,7.06687,6.72428
6.22575,1.0,10.29222,6.4159
7.43951,1.0,10.71363,8.2146
8.78836,0.0,5.32294,11.09695
6.67293,0.0,10.76022,6.88009
10.12512,0.0,6.64874,10.23773
6.5062,1.0,8.71211,10.35925
8.91285,0.0,8.4141,8.08573
6.80788,1.0,10.75777,6.54097
9.99018,0.0,6.91248,9.6412
8.54135,0.0,7.12917,6.92301
7.68211,1.0,8.31846,8.5446
10.86324,0.0,7.12043,9.09405
6.36002,1.0,10.06208,7.66247
6.943,0.0,8.1959,8.27372
5.62154,0.0,9.453,6.11805
4.4113,0.0,9.59281,6.48608
9.0407,0.0,5.64869,8.39377
5.91548,1.0,8.88335,5.89796
4.85175,0.0,8.12398,10.96068
7.86101,1.0,8.81272,9.0241
6.1727,1.0,8.02841,10.2476
10.89412,0.0,6.2017,8.95586
6.81247,1.0,10.31681,6.78801
5.16658,0.0,8.74895,8.71302
8.21099,1.0,9.53513,8.41704
8.23189,1.0,7.6081,5.41573
7.2747,1.0,9.74837,9.04721
6.01131,0.0,8.39771,8.8416
9.89072,0.0,8.39676,10.5097
7.38747,1.0,9.54921,9.35709
4.24296,0.0,10.03095,5.99218
7.62975,0.0,9.85434,6.98386
7.61953,0.0,8.29286,6.82192
7.19398,1.0,9.34224,9.58916
7.10397,1.0,9.39831,6.30737
6.60596,1.0,9.6046,5.94054
3.95193,0.0,12.36835,6.44451
6.12568,1.0,9.34522,8.28042
8.15257,1.0,9.33434,5.74083
9.3506,1.0,8.02421,8.04369
5.67827,1.0,9.9964,5.35304
10.28287,1.0,10.2069,6.51507
7.3831,0.0,8.35779,8.16281
5.07515,1.0,11.10018,10.95034
6.67793,1.0,7.92665,10.5811
9.56093,0.0,7.97342,9.78796
5.91588,1.0,10.69379,5.84416
5.10512,1.0,9.17742,11.22467
9.56552,1.0,9.79869,7.94916
7.9656,1.0,9.76003,7.64103
6.38172,1.0,10.41371,5.96055
10.31095,0.0,6.25371,10.01645
10.36876,0.0,8.05899,10.80598
10.20897,0.0,7.45618,6.16078
9.68453,1.0,9.25914,6.88464
9.18123,0.0,5.81154,10.35077
6.82128,1.0,10.10983,6.55987
7.32478,0.0,7.18795,7.60884
7.24422,1.0,7.65792,8.50809
7.24458,1.0,9.65164,7.48104
3.47571,1.0,9.39987,4.45493
6.70866,1.0,11.42434,8.45631
6.58964,0.0,8.33572,6.53436
9.877,0.0,9.46173,9.74104
7.57997,1.0,9.35941,6.95333
9.69054,0.0,7.56127,9.2111
5.52027,1.0,11.48735,8.81365
6.84499,1.0,7.22602,5.07482
8.14307,0.0,13.10544,9.26767
6.76784,1.0,9.90144,6.83687
6.77843,1.0,9.27067,6.76232
6.91231,1.0,8.57189,3.42221
6.79853,1.0,9.47734,6.31463
7.09402,1.0,9.85397,8.07632
7.55732,1.0,10.28244,8.36082
5.18564,0.0,9.33576,7.50361
5.78478,1.0,11.38565,6.3405
4.58137,1.0,12.84049,7.3384
6.19514,1.0,9.52547,7.62594
8.40791,1.0,9.00356,8.704
9.21866,1.0,8.81123,8.44101
8.8532,1.0,9.10626,9.24179
6.5023,1.0,9.47121,7.51776
5.84999,0.0,9.41757,8.03414
6.6338,0.0,11.16821,5.78248
11.15099,0.0,6.99407,11.98172
10.37968,0.0,6.39693,8.33915
8.41064,1.0,8.68376,6.98665
5.29016,1.0,10.11067,6.3331
8.76757,1.0,7.58627,8.42145
10.86996,0.0,7.83283,9.09931
7.549535452240068,1.0,9.97102,8.46309
9.2079,0.0,6.34109,9.51401
9.60796,0.0,7.91037,6.1744
6.10435,1.0,10.32731,7.1302
8.09199,1.0,6.38144,9.84849
9.23522,0.0,8.35813,6.42311
5.60583,1.0,9.66355,10.2802
6.93146,1.0,9.6062,9.70473
8.90795,0.0,7.51865,8.6228
7.47027,0.0,8.91696,7.1722
8.75396,0.0,8.83153,7.11473
7.78803,1.0,10.41493,8.61747
6.65273,1.0,7.62692,9.08861
8.9562,0.0,5.61801,8.13101
4.99136,1.0,9.28642,10.77178
5.86122,1.0,10.6274,6.9197
9.90372,0.0,5.44114,8.16118
10.86798,0.0,7.51137,5.83369
7.44971,1.0,8.89493,8.24408
5.70337,0.0,10.31768,6.59871
7.8463,1.0,9.45202,10.08942
10.07829,0.0,8.28146,11.13404
7.69269,1.0,9.44951,6.94081
6.44014,1.0,8.91155,6.5819
6.34097,1.0,11.07938,5.78857
8.72402,0.0,7.27851,9.02836
6.05633,0.0,10.49907,7.47145
8.7702,0.0,7.90988,6.8279
7.41554,1.0,9.89683,6.86267
7.14572,0.0,8.96071,7.94349
4.99373,0.0,10.10402,6.23102
5.55245,0.0,9.81662,6.56227
6.22768,1.0,9.85528,10.00991
5.90441,1.0,9.37775,7.06498
4.84175,0.0,11.83939,5.82724
7.0838,1.0,10.5812,7.62672
7.48595,1.0,9.21684,7.46031
10.0501,0.0,6.38869,8.77201
5.64497,1.0,11.07895,6.80243
7.10259,1.0,9.7836,7.57618
9.17302,0.0,8.0433,8.66156
7.37451,1.0,12.55533,8.67684
6.13647,1.0,10.85765,11.55102
10.83909,0.0,7.74854,10.95155
7.05552,0.0,5.65734,9.80597
7.64299,1.0,11.01397,7.24394
7.0592,0.0,8.03199,8.88656
10.75441,0.0,6.31312,9.18941
6.1822,0.0,7.88381,6.33956
7.66699,1.0,10.95073,7.33237
6.52633,0.0,11.60159,6.83736
6.77003,0.0,10.08462,5.85196
7.89681,1.0,7.64413,8.76989
8.78656,0.0,6.34925,8.31339
6.36418,1.0,11.06526,9.47215
4.47118,1.0,10.1092,11.84625
6.70179,0.0,8.98491,7.5153
5.71086,1.0,10.21272,10.33248
7.16822,0.0,9.77564,6.27774
5.4053,1.0,11.68781,6.90619
6.90397,1.0,8.2469,10.8011
11.1695,0.0,7.95366,9.12455
10.93641,0.0,7.02596,9.46178
5.05147,0.0,10.27224,7.85496
6.40254,0.0,10.17756,8.02627
8.61299,1.0,12.28704,8.86555
7.60981,0.0,10.16557,6.972
10.79897,0.0,6.69271,10.24087
6.9789,1.0,10.26439,9.46333
9.00812,0.0,7.31638,7.43954
10.18744,0.0,6.58278,8.77816
7.79784,0.0,8.22115,7.35883
8.722,1.0,9.18743,8.01337
6.08037,1.0,8.78858,10.1489
6.79343,1.0,10.46065,7.62784
7.46064,0.0,6.87809,9.92694
4.53512,1.0,8.43694,6.95706
6.00037,0.0,9.10688,7.38032
8.36247,1.0,8.68358,8.48683
10.59642,0.0,6.31209,8.62606
5.84361,1.0,9.31251,10.95243
4.86592,1.0,12.72938,6.9061
5.87194,1.0,8.02397,9.76381
7.549535452240068,0.0,8.33228,8.17722
8.59561,0.0,6.04816,8.05001
7.60942,0.0,10.33627,5.60911
10.19424,0.0,9.60211,9.48488
10.90324,0.0,5.04935,11.42847
4.21869,1.0,10.18901,5.44601
7.52043,1.0,9.30468,5.79939
7.45158,1.0,8.81047,7.959
10.14321,0.0,6.21651,9.36841
6.65499,0.0,9.69016,8.81229
7.2258,1.0,9.85489,8.27181
8.83433,1.0,9.00701,8.59301
9.12979,0.0,6.25572,10.30559
9.44758,0.0,7.66898,9.06334
8.97731,1.0,9.61496,8.42729
10.48504,0.0,7.07272,9.64924
4.2919,1.0,8.61529,12.15768
6.38786,1.0,9.82519,4.8539
5.11786,0.0,9.83199,6.46057
8.58571,0.0,9.03243,7.55373
6.58449,0.0,6.88015,7.26176
6.71722,1.0,7.90038,9.66857
11.04764,0.0,7.276,11.07056
6.45998,0.0,6.59351,6.0942
6.73155,1.0,8.99197,7.73091
8.98645,0.0,6.29705,9.47614
6.42185,0.0,9.62979,6.63398
7.12449,0.0,9.11499,7.18169
6.74693,1.0,10.33132,9.2766
6.21654,1.0,8.41869,7.30709
5.87264,1.0,9.9119,11.15307
6.24005,0.0,10.44526,6.75355
7.23427,0.0,9.77381,7.3454
6.88633,1.0,9.67752,6.65667
7.13901,1.0,10.91468,7.46193
9.41597,0.0,6.95835,9.15178
3.82717,0.0,12.9496,5.14019
5.19042,1.0,10.54483,11.66936
5.21908,0.0,10.62536,6.78716
9.84958,1.0,5.84978,5.23677
6.80287,0.0,9.84972,6.20401
6.20481,1.0,10.89041,9.70121
9.15117,0.0,7.04137,10.01694
9.58029,0.0,7.52812,6.83626
10.37557,0.0,6.40061,6.50715
8.13768,0.0,9.413,6.18632
10.08889,1.0,9.16621,10.43314
7.89869,0.0,9.15121,7.45448
6.64191,0.0,7.15388,9.53998
9.06785,1.0,7.74138,7.66904
6.06881,0.0,11.03892,9.08426
7.02528,0.0,6.70258,7.66259
6.62789,1.0,10.66874,5.05414
6.08557,1.0,10.19513,5.08504
6.89924,1.0,10.09976,6.69697
8.49798,0.0,9.73855,7.01662
6.15402,0.0,10.53978,9.17094
9.59969,0.0,6.27492,10.032
7.78882,1.0,10.24444,8.01681
7.78394,1.0,8.44886,7.49654
7.32754,1.0,8.6996,9.5032
6.77419,1.0,10.34303,5.96609
7.91707,1.0,9.78014,7.81588
8.3471,0.0,7.80734,11.23552
8.89328,1.0,8.0441,7.72058
11.02548,0.0,7.60686,8.35819
7.38944,1.0,10.7733,7.19818
8.30127,0.0,7.92262,7.16896
6.0016,1.0,10.50174,7.13044
7.67523,1.0,6.68192,9.14849
8.45233,1.0,9.77953,8.40186
7.16314,1.0,10.49838,7.64888
8.42612,1.0,8.9229,8.54339
7.00309,1.0,7.04425,10.08434
6.53406,0.0,9.89145,9.96124
7.34952,0.0,9.85577,7.88552
4.72342,1.0,8.90388,4.11626
7.07948,0.0,11.20596,6.37378
6.32772,1.0,9.42382,10.09969
9.52746,0.0,5.32875,10.99495
9.62104,0.0,7.73407,10.48349
8.3633,1.0,11.30947,9.65812
8.34223,0.0,9.11427,7.56423
8.60116,1.0,10.66864,8.83044
8.86267,1.0,8.89316,8.20441
7.03535,1.0,8.94344,7.27565
9.40849,1.0,7.18385,9.66883
8.23802,1.0,9.37012,7.82036
8.52485,0.0,10.18981,6.09432
6.32966,1.0,7.36986,10.3127
8.00955,0.0,8.17272,7.72457
8.385,1.0,9.82215,7.80586
7.51542,0.0,8.85827,6.40307
5.18256,1.0,8.7043,10.66196
7.14874,1.0,10.64161,6.98299
6.09622,1.0,8.027,10.89311
5.93095,1.0,8.67506,11.06737
6.94468,0.0,6.41393,9.16281
6.76587,1.0,10.38822,7.35591
7.89289,1.0,9.37699,6.39525
7.82403,1.0,8.96294,8.76771
6.93944,1.0,9.03368,8.42706
7.89581,1.0,10.69089,9.5378
9.53904,1.0,9.08618,8.33035
8.04896,0.0,9.53985,5.83356
7.58035,1.0,7.53583,9.02246
7.70164,1.0,9.47539,7.23091
6.55847,1.0,8.83113,5.54495
7.90461,1.0,7.73872,8.75578
7.71804,0.0,6.16882,6.78819
6.24361,0.0,10.053,5.74708
8.26489,0.0,8.21528,10.04659
5.82465,1.0,9.05376,6.32544
6.95337,1.0,8.98319,6.50499
10.1696,0.0,6.91492,10.6249
6.60389,0.0,6.21916,7.38309
7.36255,1.0,8.55409,9.70716
5.26009,1.0,10.81062,11.13351
10.97306,0.0,6.92979,10.60191
8.09262,1.0,7.86026,6.71833
7.46169,1.0,8.83343,9.69606
8.30264,1.0,8.71992,5.37681
7.81147,0.0,10.67964,6.83071
9.35598,0.0,6.99865,8.22977
5.52096,1.0,10.94202,6.00863
6.38788,0.0,11.00529,9.5253
6.82179,1.0,7.9749,4.99911
9.74065,0.0,7.31802,10.75601
7.27377,0.0,6.74716,8.78179
6.82634,1.0,9.82763,6.65512
8.98587,0.0,7.30116,6.86866
8.38329,1.0,12.7272,8.4156
8.18033,0.0,7.11752,8.40496
10.6069,0.0,8.44236,11.67881
11.09137,0.0,5.68727,9.76893
7.06091,1.0,10.39526,9.85265
5.40891,0.0,10.5862,6.81887
7.08459,1.0,8.51767,10.28104
6.63122,0.0,7.59191,9.11131
7.93665,1.0,8.89108,7.86222
7.67683,1.0,9.24517,5.15356
7.76565,0.0,9.91814,6.52744
7.78949,1.0,9.21427,7.36363
6.28213,0.0,9.73342,6.89646
9.19727,1.0,9.088564283178359,9.55496
6.36343,1.0,10.09654,10.09129
7.95509,1.0,8.97717,8.4939
6.06012,1.0,7.14491,10.2065
8.15472,1.0,8.88408,9.11284
9.69231,1.0,12.29523,8.6017
4.43263,0.0,10.82742,6.3942
7.301,1.0,10.1859,9.88125
3.89756,1.0,7.78388,12.89436
9.37976,0.0,7.13106,5.96845
6.55464,1.0,9.48803,10.03155
7.82267,1.0,10.16052,8.89508
8.50033,0.0,7.80483,8.27583
8.25938,1.0,8.44609,9.04809
5.85793,1.0,9.61584,9.88834
8.4973,1.0,8.35888,7.44021
9.16591,0.0,7.36123,8.82785
7.37496,0.0,7.64343,8.31543
7.33246,0.0,9.088564283178359,6.55728
7.87212,1.0,9.64249,8.01998
6.3762,1.0,9.22483,5.71469
4.72772,0.0,10.48712,8.17088
6.88498,1.0,8.66932,8.69699
8.52184,0.0,10.25545,9.0292
10.91227,1.0,8.60482,9.84006
8.04269,0.0,10.84955,6.64318
4.45232,0.0,11.15909,6.74642
7.99996,1.0,9.1525,7.7196
6.70156,1.0,9.40168,9.2889
7.88727,1.0,9.9588,7.25815
6.05057,1.0,9.55585,7.97184
7.98654,1.0,9.22682,7.18224
6.21026,1.0,9.2239,5.52876
6.56908,1.0,5.78662,10.54749
7.549535452240068,1.0,6.42742,8.54705
6.1187,1.0,9.48615,6.68754
7.19322,0.0,5.25774,7.48466
7.4918,0.0,9.3379,7.08244
6.98141,1.0,10.2821,7.94886
5.8657,1.0,11.4002,9.63076
8.85577,1.0,9.0745,8.81685
7.70534,1.0,8.82301,8.22502
4.20631,0.0,9.1191,7.96524
8.21494,0.0,7.81406,8.19419
10.32313,0.0,6.69564,10.14124
7.88264,1.0,9.10201,8.65752
6.73642,0.0,9.09565,7.44998
3.83887,0.0,11.23,8.64202
5.09383,1.0,10.51677,4.76509
6.82072,1.0,8.80076,8.4059
8.49014,1.0,9.63529,6.04224
5.40006,1.0,9.98613,4.53719
9.56841,1.0,10.14656,7.05342
8.26884,0.0,4.81557,9.93134
8.3208,0.0,8.94554,8.63159
4.63476,0.0,11.94431,6.53882
7.52385,1.0,10.09788,6.65906
6.85264,0.0,9.29049,6.09116
5.50868,1.0,9.9442,3.79688
5.52765,1.0,9.1259,10.68076
6.75935,1.0,9.82507,8.79549
9.53951,0.0,6.74729,9.86931
4.78235,1.0,10.4497,4.01033
4.71675,0.0,9.4965,5.75841
4.22328,0.0,11.12158,5.90976
7.04285,0.0,9.06011,7.60916
5.86864,1.0,6.3676,10.09038
6.7342,0.0,10.39971,6.33937
9.8472,0.0,7.36875,10.36994
5.48628,0.0,8.73306,6.44866
9.66147,1.0,9.3642,8.13977
6.68685,1.0,9.02592,4.48445
